post_id,dirigente_id,dirigente_nombre,plataforma,content,published_at,current_tono,current_target,current_version
4764,5,Gabriela Jiménez Godoy,FACEBOOK,"Hoy tuve la alegría de visitar la colonia Santa Inés para celebrar con nuestras niñas y niños el Día del Niño y de la Niña. 💛✨

Escuchar sus sueños, sus ideas y todo lo que quieren lograr en la vida nos recuerda por qué vale la pena seguir trabajando todos los días por un mejor país para ellas y ellos. Les dije algo muy importante: nunca dejen de creer en ustedes, nunca se rindan y siempre luchen por sus sueños. 🌟

Desde la Cámara de Diputados seguiré trabajando con mucha convicción a favor de la niñez, porque nuestras niñas y niños merecen crecer con oportunidades, felicidad y esperanza.

¡Gracias a todas las familias de Santa Inés por recibirme con tanto cariño! 🫶👧🏻👦🏻
#DíaDelNiño #SantaInés #Azcapotzalco #Niñez #GabrielaJiménez",2026-05-06T02:04:38+00:00,,,
4736,5,Gabriela Jiménez Godoy,INSTAGRAM,"Hoy tuve la alegría de visitar la colonia Santa Inés para celebrar con nuestras niñas y niños el Día del Niño y de la Niña. 💛✨

Escuchar sus sueños, sus ideas y todo lo que quieren lograr en la vida nos recuerda por qué vale la pena seguir trabajando todos los días por un mejor país para ellas y ellos. Les dije algo muy importante: nunca dejen de creer en ustedes, nunca se rindan y siempre luchen por sus sueños. 🌟

Desde la Cámara de Diputados seguiré trabajando con mucha convicción a favor de la niñez, porque nuestras niñas y niños merecen crecer con oportunidades, felicidad y esperanza.

¡Gracias a todas las familias de Santa Inés por recibirme con tanto cariño! 🫶👧🏻👦🏻
#DíaDelNiño #SantaInés #Azcapotzalco #Niñez #GabrielaJiménez",2026-05-06T02:04:23+00:00,,,
4765,5,Gabriela Jiménez Godoy,FACEBOOK,"✨ Cuando una mujer emprende, transforma su comunidad ✨

Hoy tuve el honor de ser madrina de la Paletería ZUVA de mi querida amiga Sofía, en la colonia La Preciosa. 💛 Un proyecto que nace del esfuerzo, la valentía y las ganas de salir adelante.

Me llena de orgullo ver a más mujeres dando pasos firmes para construir sus propios sueños. Por eso, mi compromiso es claro: seguir apoyando e impulsando a las mujeres para que puedan abrir sus negocios, generar autonomía económica y fortalecer su independencia.

Las y los invito a conocer ZUVA , consumir local y respaldar estos proyectos que no solo generan ingresos, sino también comunidad y bienestar en Azcapotzalco. 🌱

Porque cuando apoyamos el comercio local, hacemos crecer a nuestra alcaldía desde abajo, con la gente.

Cuenten conmigo siempre p",2026-05-05T18:37:02+00:00,,,
4759,5,Gabriela Jiménez Godoy,INSTAGRAM,"✨ Cuando una mujer emprende, transforma su comunidad ✨

Hoy tuve el honor de ser madrina de la Paletería ZUVA de mi querida amiga Sofía, en la colonia La Preciosa. 💛 Un proyecto que nace del esfuerzo, la valentía y las ganas de salir adelante.

Me llena de orgullo ver a más mujeres dando pasos firmes para construir sus propios sueños. Por eso, mi compromiso es claro: seguir apoyando e impulsando a las mujeres para que puedan abrir sus negocios, generar autonomía económica y fortalecer su independencia.

Las y los invito a conocer ZUVA , consumir local y respaldar estos proyectos que no solo generan ingresos, sino también comunidad y bienestar en Azcapotzalco. 🌱

Porque cuando apoyamos el comercio local, hacemos crecer a nuestra alcaldía desde abajo, con la gente.

Cuenten conmigo siempre p",2026-05-05T18:36:48+00:00,,,
4780,5,Gabriela Jiménez Godoy,TIKTOK,"Encabezado:
✨ Cuando una mujer emprende, transforma su comunidad ✨

Hoy tuve el honor de ser madrina de la Paletería ZUVA de mi querida amiga Sofía, en la colonia La Preciosa. 💛 Un proyecto que nace del esfuerzo, la valentía y las ganas de salir adelante.

Me llena de orgullo ver a más mujeres dando pasos firmes para construir sus propios sueños. Por eso, mi compromiso es claro: seguir apoyando e impulsando a las mujeres para que puedan abrir sus negocios, generar autonomía económica y fortalecer su independencia.

Las y los invito a conocer ZUVA , consumir local y respaldar estos proyectos que no solo generan ingresos, sino también comunidad y bienestar en Azcapotzalco. 🌱

Porque cuando apoyamos el comercio local, hacemos crecer a nuestra alcaldía desde abajo, con la gente.

Cuenten conmi",2026-05-05T18:32:26+00:00,,,
4766,5,Gabriela Jiménez Godoy,FACEBOOK,"Hoy San Juan Tlilhuac se llenó de sonrisas, juegos y sueños. ✨👧🧒

Celebrar el Día de la Niña y del Niño es recordar que en cada pequeña y pequeño vive la esperanza de un mejor país. Ver sus risas, su alegría y su ilusión nos compromete aún más a seguir trabajando por un futuro donde crezcan felices, seguros y con oportunidades.

Gracias de corazón a la diputada @claudiagarfiasoficial por acompañarnos desde el Estado de México en este día tan especial. Tu presencia y compromiso fortalecen esta causa que es de todas y todos.

Sigamos construyendo entornos llenos de amor, respeto y oportunidades para nuestra niñez. Porque cuidar a nuestras niñas y niños es cuidar el futuro de México. 💜

#DíaDeLaNiñez #NiñasYNiñosFelices #Azcapotzalco #ElFuturoEsHoy #GabrielaJimenez",2026-05-04T22:42:34+00:00,,,
4760,5,Gabriela Jiménez Godoy,INSTAGRAM,"Hoy San Juan Tlilhuac se llenó de sonrisas, juegos y sueños. ✨👧🧒

Celebrar el Día de la Niña y del Niño es recordar que en cada pequeña y pequeño vive la esperanza de un mejor país. Ver sus risas, su alegría y su ilusión nos compromete aún más a seguir trabajando por un futuro donde crezcan felices, seguros y con oportunidades.

Gracias de corazón a la diputada @claudiagarfiasoficial por acompañarnos desde el Estado de México en este día tan especial. Tu presencia y compromiso fortalecen esta causa que es de todas y todos.

Sigamos construyendo entornos llenos de amor, respeto y oportunidades para nuestra niñez. Porque cuidar a nuestras niñas y niños es cuidar el futuro de México. 💜

#DíaDeLaNiñez #NiñasYNiñosFelices #Azcapotzalco #ElFuturoEsHoy #GabrielaJimenez",2026-05-04T22:42:21+00:00,,,
4767,5,Gabriela Jiménez Godoy,FACEBOOK,"“No más silencio: es tiempo de alzar la voz y transformar la realidad de las mujeres.” 💜. Erradicar la violencia contra las mujeres no es una opción, es una obligación colectiva. Hoy más que nunca, alzamos la voz y unimos esfuerzos desde el poder legislativo, el poder judicial y el poder ejecutivo, porque cuando las instituciones caminan juntas, avanzamos más rápido hacia la justicia y la igualdad.

Las mujeres que hemos llegado a espacios de toma de decisiones tenemos una responsabilidad clara: abrir camino para las que vienen detrás, tender la mano y asegurarnos de que ninguna se quede sola en esta lucha.

Hoy quiero invitar a todas las mujeres a que sigamos siendo valientes, a no callar, a levantar la voz sin miedo y a nunca soltar nuestras causas.

Seguiremos trabajando, legislando y c",2026-05-04T19:39:41+00:00,,,
4734,5,Gabriela Jiménez Godoy,INSTAGRAM,"“No más silencio: es tiempo de alzar la voz y transformar la realidad de las mujeres.” 💜. Erradicar la violencia contra las mujeres no es una opción, es una obligación colectiva. Hoy más que nunca, alzamos la voz y unimos esfuerzos desde el poder legislativo, el poder judicial y el poder ejecutivo, porque cuando las instituciones caminan juntas, avanzamos más rápido hacia la justicia y la igualdad.

Las mujeres que hemos llegado a espacios de toma de decisiones tenemos una responsabilidad clara: abrir camino para las que vienen detrás, tender la mano y asegurarnos de que ninguna se quede sola en esta lucha.

Hoy quiero invitar a todas las mujeres a que sigamos siendo valientes, a no callar, a levantar la voz sin miedo y a nunca soltar nuestras causas.

Seguiremos trabajando, legislando y c",2026-05-04T19:39:20+00:00,,,
4781,5,Gabriela Jiménez Godoy,TIKTOK,"“No más silencio: es tiempo de alzar la voz y transformar la realidad de las mujeres.” 💜. Erradicar la violencia contra las mujeres no es una opción, es una obligación colectiva. Hoy más que nunca, alzamos la voz y unimos esfuerzos desde el poder legislativo, el poder judicial y el poder ejecutivo, porque cuando las instituciones caminan juntas, avanzamos más rápido hacia la justicia y la igualdad.

Las mujeres que hemos llegado a espacios de toma de decisiones tenemos una responsabilidad clara: abrir camino para las que vienen detrás, tender la mano y asegurarnos de que ninguna se quede sola en esta lucha.

Hoy quiero invitar a todas las mujeres a que sigamos siendo valientes, a no callar, a levantar la voz sin miedo y a nunca soltar nuestras causas.

Seguiremos trabajando, legislando y c",2026-05-04T19:29:58+00:00,,,
4808,6,César Cravioto Romero,INSTAGRAM,"Junto a la alcaldesa @gabyosoriohdez, nos reunimos con locatarios del mercado de muebles y artesanías Vasco de Quiroga para dialogar sobre los beneficios que traerá el #Cablebús a la zona. 🚠🤝

Este proyecto no solo mejora la movilidad, también impulsa la economía local gracias a la visión de nuestra Jefa de Gobierno @clara_brugada_m. 🤝",2026-05-08T00:19:14+00:00,,,
4835,6,César Cravioto Romero,FACEBOOK,"Junto a la alcaldesa Gabriela Osorio, nos reunimos con locatarios del mercado de muebles y artesanías Vasco de Quiroga para dialogar sobre los beneficios que traerá el #Cablebús a la zona. 🚠🤝

Este proyecto no solo mejora la movilidad, también impulsa la economía local gracias a la visión de nuestra Jefa de Gobierno Clara Brugada. 🤝

Secretaría de Gobierno de la Ciudad de México
Gobierno de la Ciudad de México",2026-05-07T23:20:29+00:00,,,
4836,6,César Cravioto Romero,FACEBOOK,"En entrevista para El Universal Online, platiqué sobre la relación que mantenemos desde la Secretaría de Gobierno de la Ciudad de México con los grupos parlamentarios del Congreso de la Ciudad de México. 🏛️🤝

Seguiremos avanzando, como lo hemos hecho, en la agenda de la Ciudad mediante un diálogo constante. 

🔗 ",2026-05-07T20:26:15+00:00,,,
4822,6,César Cravioto Romero,INSTAGRAM,"En la inauguración del 17° Congreso Internacional de Transporte, reafirmamos el compromiso de la Jefa de Gobierno @clara_brugada_m por garantizar el derecho a la #movilidad de todas y todos. 🚇🤝

Bajo su liderazgo, el transporte en la #CiudadDeMéxico sigue siendo hasta 3 veces más barato que en otros países, priorizando siempre la economía de las familias y una infraestructura de calidad. 🚌💨",2026-05-07T18:40:31+00:00,,,
4837,6,César Cravioto Romero,FACEBOOK,"En la inauguración del 17° Congreso Internacional de Transporte, reafirmamos el compromiso de la Jefa de Gobierno Clara Brugada por garantizar el derecho a la #movilidad de todas y todos. 🚇🤝

Bajo su liderazgo, el transporte en la #CiudadDeMéxico sigue siendo hasta 3 veces más barato que en otros países, priorizando siempre la economía de las familias y una infraestructura de calidad. 🚌💨

Gobierno de la Ciudad de México
Secretaría de Gobierno de la Ciudad de México",2026-05-07T18:35:33+00:00,,,
4839,6,César Cravioto Romero,FACEBOOK,"¡Los principios de la #4T deben marcar siempre nuestro camino! 🇲🇽💪

Les comparto mi columna en El Heraldo de México, donde reflexiono sobre la importancia de fortalecer la unidad para consolidar la #transformación en todo el país. 🤝

",2026-05-07T16:51:06+00:00,,,
4812,6,César Cravioto Romero,INSTAGRAM,"¡La vida nocturna en el corazón de nuestra capital se transforma! 🌌✨

Acompañamos a la Jefa de Gobierno, @clara_brugada_m, a inaugurar el nuevo sistema de iluminación que combina seguridad y belleza.

Con la instalación de más de 6 mil luminarias, brindamos mayor protección y brillo a 134 calles del #CentroHistórico de la #CiudadDeMéxico. 🏙️💡",2026-05-07T03:59:07+00:00,,,
4840,6,César Cravioto Romero,FACEBOOK,"¡La vida nocturna en el corazón de nuestra capital se transforma! 🌌✨

Acompañamos a la Jefa de Gobierno, Clara Brugada, a inaugurar el nuevo sistema de iluminación que combina seguridad y belleza.

Con la instalación de más de 6 mil luminarias, brindamos mayor protección y brillo a 134 calles del #CentroHistórico de la #CiudadDeMéxico. 🏙️💡",2026-05-07T03:56:10+00:00,,,
4834,6,César Cravioto Romero,INSTAGRAM,"Acompañé a nuestra Jefa de Gobierno, @clara_brugada_m, en la reunión con las y los coordinadores del @congresocdmx para fortalecer el diálogo por el bienestar de la Ciudad. 🤝🏛️

Celebramos la aprobación unánime de la reforma constitucional que reconoce el valor de los cuidados, convirtiéndonos en la primera ciudad de América Latina en avanzar hacia un Sistema Público de Cuidados. 💜✨",2026-05-07T03:11:10+00:00,,,
4841,6,César Cravioto Romero,FACEBOOK,"Acompañé a nuestra Jefa de Gobierno, Clara Brugada, en la reunión con las y los coordinadores del Congreso de la Ciudad de México para fortalecer el diálogo por el bienestar de la Ciudad. 🤝🏛️

Celebramos la aprobación unánime de la reforma constitucional que reconoce el valor de los cuidados, convirtiéndonos en la primera ciudad de América Latina en avanzar hacia un Sistema Público de Cuidados. 💜✨

Secretaría de Gobierno de la Ciudad de México
Gobierno de la Ciudad de México
Jurídico SecGob CDMX",2026-05-07T02:49:12+00:00,,,
4810,6,César Cravioto Romero,INSTAGRAM,"¡Una verdadera fiesta en el corazón de la Ciudad! 🥳✨

La visita de #BTS desató una alegría total; más de 50 mil fans vivieron la emoción de verlos de cerca en #PalacioNacional junto a la presidenta @claudia_shein. 🇰🇷🇲🇽",2026-05-07T02:19:02+00:00,,,
4842,6,César Cravioto Romero,FACEBOOK,"¡Una verdadera fiesta en el corazón de la Ciudad! 🥳✨

La visita de #BTS desató una alegría total; más de 50 mil fans vivieron la emoción de verlos de cerca en #PalacioNacional junto a la presidenta Claudia Sheinbaum Pardo. 🇰🇷🇲🇽",2026-05-07T02:17:06+00:00,,,
4843,6,César Cravioto Romero,FACEBOOK,"¡Tenemos un #CentroHistóricoIluminado!

Acompaño a nuestra Jefa de Gobierno Clara Brugada en la presentación de la iluminación integral de calles y monumentos.",2026-05-07T02:04:03+00:00,,,
4809,6,César Cravioto Romero,INSTAGRAM,"¡Espacios libres para la gente! 🌳✨

Así luce la Plaza Pino Suárez: sin comercio ambulante y lista para el disfrute de todas y todos. 

Gracias al trabajo de la #SPARVP por su monitoreo constante para mantener este espacio en orden. 🤝✅ 

#GobernabilidadConResultado",2026-05-07T01:44:24+00:00,,,
4844,6,César Cravioto Romero,FACEBOOK,"¡Espacios libres para la gente! 🌳✨

Así luce la Plaza Pino Suárez: sin comercio ambulante y lista para el disfrute de todas y todos. 

Gracias al trabajo de la Subsecretaría de Programas de Alcaldías y Ordenamiento de la Vía Pública por su monitoreo constante para mantener este espacio en orden. 🤝✅ 

#GobernabilidadConResultado

Secretaría de Gobierno de la Ciudad de México",2026-05-07T01:36:38+00:00,,,
4805,6,César Cravioto Romero,INSTAGRAM,"¡Gran respuesta en el #PrimerSimulacroNacional2026! 📢

En conferencia de prensa, la Jefa de Gobierno @clara_brugada_m informó que más de 8 millones de personas participaron en este ejercicio. Además, logramos un 98.75% de eficiencia en los altavoces de la #CiudadDeMéxico. 🏙️✅

Gracias a todas y todos los que se sumaron; su participación es clave para fortalecer la cultura de la prevención ante sismos y desastres naturales. 🤝🛡️",2026-05-07T00:02:34+00:00,,,
4813,6,César Cravioto Romero,INSTAGRAM,"¡La emoción al máximo en el #Zócalo! ✨

Todo listo para la inminente llegada de #BTS a #PalacioNacional. 

¡El ambiente está increíble!",2026-05-06T22:25:14+00:00,,,
4847,6,César Cravioto Romero,TIKTOK,"¡Gran sorpresa para el fandom de #BTS! ✨

Hoy a las 5, desde el balcón de Palacio Nacional, los integrantes del grupo saldrán a saludar a sus fans junto a la presidenta @Claudia Sheinbaum Pardo 🇰🇷🇲🇽",2026-05-06T20:17:48+00:00,,,
4811,6,César Cravioto Romero,INSTAGRAM,"¡Gran sorpresa para el fandom de #BTS! ✨

Hoy a las 5, desde el balcón de Palacio Nacional, los integrantes del grupo saldrán a saludar a sus fans junto a la presidenta @claudia_shein. 🇰🇷🇲🇽",2026-05-06T20:09:18+00:00,,,
4806,6,César Cravioto Romero,INSTAGRAM,"Desde las instalaciones de la #SECGOB y de diversas dependencias del @gobiernocdmx, las y los servidores públicos evacuaron los edificios para participar en el #PrimerSimulacroNacional2026. 🚨

Se reportan buenos resultados y una ciudadanía cada vez más consciente y preparada. 🤝",2026-05-06T19:37:19+00:00,,,
